0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6359,-1.4913,1.6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6421,0,1.6575,-1.4901,1.6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.6108,0,0,0,0,0,0,0,1.6341,-1.5213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.5708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4871,1.6636,0,1.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.656,0,0,0,1.6636,-1.4839,1.6076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6076,-1.534,1.6076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6636,0,1.6076,-1.4828,1.6597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.6327,0,0,0,0,0,0,0,0,1.6597,-1.4926,1.6536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6536,-1.4792,1.6663,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6663,-1.5004,1.6493,0,1.6527,0,1.63,0,0,1.6216,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6493,-1.4902,1.656,0,0,0,0,0,0,0,0,1.6458,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.6533,0,0,0,0,0,0,0,0,0,0,0,0,0,1.656,-1.4866,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.6201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6527,0,0,-1.5124,1.6215,0,0,0,0,0,0,0,0,0
0,0,0,0,1.6208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6215,-1.5204,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,-1.5126,1.6279,0,0,0,0,0,0,0
0,0,0,0,0,1.5708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6279,-1.5277,1.6332,0,0,0,0,0,0
0,0,0,0,0,0,1.5892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6332,-1.5179,1.6336,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6216,0,0,0,0,0,0,1.6336,-1.5183,0,0,0,0,0
0,0,0,0,0,0,0,1.5967,0,0,0,2.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1688,1.6695,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6695,-1.4761,1.6657,1.6613,1.6617
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6458,0,0,0,0,0,0,0,0,1.6657,-1.485,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6613,0,-1.4788,1.6632
0,0,0,0,0,0,0,0,1.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6617,0,1.6632,-1.4966
